id,QID,tagSlug
2391,766,matrix
2392,767,hash-table
2393,767,string
2394,767,greedy
2395,767,sorting
2396,767,heap-priority-queue
2397,767,counting
2398,768,array
2399,768,stack
2400,768,greedy
2401,768,sorting
2402,768,monotonic-stack
2403,769,array
2404,769,stack
2405,769,greedy
2406,769,sorting
2407,769,monotonic-stack
2408,770,hash-table
2409,770,math
2410,770,string
2411,770,stack
2412,770,recursion
2413,771,hash-table
2414,771,string
2415,772,math
2416,772,string
2417,772,stack
2418,772,recursion
2419,773,array
2420,773,dynamic-programming
2421,773,backtracking
2422,773,breadth-first-search
2423,773,memoization
2424,773,matrix
2425,774,array
2426,774,binary-search
2427,775,array
2428,775,math
2429,776,tree
2430,776,binary-search-tree
2431,776,recursion
2432,776,binary-tree
2433,777,two-pointers
2434,777,string
2435,778,array
2436,778,binary-search
2437,778,depth-first-search
2438,778,breadth-first-search
2439,778,union-find
2440,778,heap-priority-queue
2441,778,matrix
2442,779,math
2443,779,bit-manipulation
2444,779,recursion
2445,780,math
2446,781,array
2447,781,hash-table
2448,781,math
2449,781,greedy
2450,782,array
2451,782,math
2452,782,bit-manipulation
2453,782,matrix
2454,783,tree
2455,783,depth-first-search
2456,783,breadth-first-search
2457,783,binary-search-tree
2458,783,binary-tree
2459,784,string
2460,784,backtracking
2461,784,bit-manipulation
2462,785,depth-first-search
2463,785,breadth-first-search
2464,785,union-find
2465,785,graph
2466,786,array
2467,786,two-pointers
2468,786,binary-search
2469,786,sorting
2470,786,heap-priority-queue
2471,787,dynamic-programming
2472,787,depth-first-search
2473,787,breadth-first-search
2474,787,graph
2475,787,heap-priority-queue
2476,787,shortest-path
2477,788,math
2478,788,dynamic-programming
2479,789,array
2480,789,math
2481,790,dynamic-programming
2482,791,hash-table
2483,791,string
2484,791,sorting
2485,792,array
2486,792,hash-table
2487,792,string
2488,792,binary-search
2489,792,dynamic-programming
2490,792,trie
2491,792,sorting
2492,793,math
2493,793,binary-search
2494,794,array
2495,794,matrix
2496,795,array
2497,795,two-pointers
2498,796,string
2499,796,string-matching
2500,797,backtracking
2501,797,depth-first-search
2502,797,breadth-first-search
2503,797,graph
2504,798,array
2505,798,prefix-sum
2506,799,dynamic-programming
2507,800,math
2508,800,string
2509,800,enumeration
2510,801,array
2511,801,dynamic-programming
2512,802,depth-first-search
2513,802,breadth-first-search
2514,802,graph
2515,802,topological-sort
2516,803,array
2517,803,union-find
2518,803,matrix
2519,804,array
2520,804,hash-table
2521,804,string
2522,805,array
2523,805,math
2524,805,dynamic-programming
2525,805,bit-manipulation
2526,805,bitmask
2527,806,array
2528,806,string
2529,807,array
2530,807,greedy
2531,807,matrix
2532,808,math
2533,808,dynamic-programming
2534,808,probability-and-statistics
2535,809,array
2536,809,two-pointers
2537,809,string
2538,810,array
2539,810,math
2540,810,bit-manipulation
2541,810,brainteaser
2542,810,game-theory
2543,811,array
2544,811,hash-table
2545,811,string
2546,811,counting
2547,812,array
2548,812,math
2549,812,geometry
2550,813,array
2551,813,dynamic-programming
2552,813,prefix-sum
2553,814,tree
2554,814,depth-first-search
2555,814,binary-tree
2556,815,array
2557,815,hash-table
2558,815,breadth-first-search
2559,816,string
2560,816,backtracking
2561,816,enumeration
2562,817,array
2563,817,hash-table
2564,817,linked-list
2565,818,dynamic-programming
2566,819,array
2567,819,hash-table
2568,819,string
2569,819,counting
2570,820,array
2571,820,hash-table
2572,820,string
2573,820,trie
2574,821,array
2575,821,two-pointers
2576,821,string
2577,822,array
2578,822,hash-table
2579,823,array
2580,823,hash-table
2581,823,dynamic-programming
2582,823,sorting
2583,824,string
2584,825,array
2585,825,two-pointers
2586,825,binary-search
2587,825,sorting
2588,826,array
2589,826,two-pointers
2590,826,binary-search
2591,826,greedy
2592,826,sorting
2593,827,array
2594,827,depth-first-search
2595,827,breadth-first-search
2596,827,union-find
2597,827,matrix
2598,828,hash-table
2599,828,string
2600,828,dynamic-programming
2601,829,math
2602,829,enumeration
2603,830,string
2604,831,string
2605,832,array
2606,832,two-pointers
2607,832,bit-manipulation
2608,832,matrix
2609,832,simulation
2610,833,array
2611,833,hash-table
2612,833,string
2613,833,sorting
2614,834,dynamic-programming
2615,834,tree
2616,834,depth-first-search
2617,834,graph
2618,835,array
2619,835,matrix
2620,836,math
2621,836,geometry
2622,837,math
2623,837,dynamic-programming
2624,837,sliding-window
2625,837,probability-and-statistics
2626,838,two-pointers
2627,838,string
2628,838,dynamic-programming
2629,839,array
2630,839,hash-table
2631,839,string
2632,839,depth-first-search
2633,839,breadth-first-search
2634,839,union-find
2635,840,array
2636,840,hash-table
2637,840,math
2638,840,matrix
2639,841,depth-first-search
2640,841,breadth-first-search
2641,841,graph
2642,842,string
2643,842,backtracking
2644,843,array
2645,843,math
2646,843,string
2647,843,interactive
2648,843,game-theory
2649,844,two-pointers
2650,844,string
2651,844,stack
2652,844,simulation
2653,845,array
2654,845,two-pointers
2655,845,dynamic-programming
2656,845,enumeration
2657,846,array
2658,846,hash-table
2659,846,greedy
2660,846,sorting
2661,847,dynamic-programming
2662,847,bit-manipulation
2663,847,breadth-first-search
2664,847,graph
2665,847,bitmask
2666,848,array
2667,848,string
2668,848,prefix-sum
2669,849,array
2670,850,array
2671,850,segment-tree
2672,850,line-sweep
2673,850,ordered-set
2674,851,array
2675,851,depth-first-search
2676,851,graph
2677,851,topological-sort
2678,852,array
2679,852,binary-search
2680,853,array
2681,853,stack
2682,853,sorting
2683,853,monotonic-stack
2684,854,string
2685,854,breadth-first-search
2686,855,design
2687,855,heap-priority-queue
2688,855,ordered-set
2689,856,string
2690,856,stack
2691,857,array
2692,857,greedy
2693,857,sorting
2694,857,heap-priority-queue
2695,858,math
2696,858,geometry
2697,858,number-theory
2698,859,hash-table
2699,859,string
2700,860,array
2701,860,greedy
2702,861,array
2703,861,greedy
2704,861,bit-manipulation
2705,861,matrix
2706,862,array
2707,862,binary-search
2708,862,queue
2709,862,sliding-window
2710,862,heap-priority-queue
2711,862,prefix-sum
2712,862,monotonic-queue
2713,863,hash-table
2714,863,tree
2715,863,depth-first-search
2716,863,breadth-first-search
2717,863,binary-tree
2718,864,array
2719,864,bit-manipulation
2720,864,breadth-first-search
2721,864,matrix
2722,865,hash-table
2723,865,tree
2724,865,depth-first-search
2725,865,breadth-first-search
2726,865,binary-tree
2727,866,math
2728,866,number-theory
2729,867,array
2730,867,matrix
2731,867,simulation
2732,868,bit-manipulation
2733,869,hash-table
2734,869,math
2735,869,sorting
2736,869,counting
2737,869,enumeration
2738,870,array
2739,870,two-pointers
2740,870,greedy
2741,870,sorting
2742,871,array
2743,871,dynamic-programming
2744,871,greedy
2745,871,heap-priority-queue
2746,872,tree
2747,872,depth-first-search
2748,872,binary-tree
2749,873,array
2750,873,hash-table
2751,873,dynamic-programming
2752,874,array
2753,874,hash-table
2754,874,simulation
2755,875,array
2756,875,binary-search
2757,876,linked-list
2758,876,two-pointers
2759,877,array
2760,877,math
2761,877,dynamic-programming
2762,877,game-theory
2763,878,math
2764,878,binary-search
2765,879,array
2766,879,dynamic-programming
2767,880,string
2768,880,stack
2769,881,array
2770,881,two-pointers
2771,881,greedy
2772,881,sorting
2773,882,graph
2774,882,heap-priority-queue
2775,882,shortest-path
2776,883,array
2777,883,math
2778,883,geometry
2779,883,matrix
2780,884,hash-table
2781,884,string
2782,884,counting
2783,885,array
2784,885,matrix
2785,885,simulation
2786,886,depth-first-search
2787,886,breadth-first-search
2788,886,union-find
2789,886,graph
2790,887,math
2791,887,binary-search
2792,887,dynamic-programming
2793,888,array
2794,888,hash-table
2795,888,binary-search
2796,888,sorting
2797,889,array
2798,889,hash-table
2799,889,divide-and-conquer
2800,889,tree
2801,889,binary-tree
2802,890,array
2803,890,hash-table
2804,890,string
2805,891,array
2806,891,math
2807,891,sorting
2808,892,array
2809,892,math
2810,892,geometry
2811,892,matrix
2812,893,array
2813,893,hash-table
2814,893,string
2815,893,sorting
2816,894,dynamic-programming
2817,894,tree
2818,894,recursion
2819,894,memoization
2820,894,binary-tree
2821,895,hash-table
2822,895,stack
2823,895,design
2824,895,ordered-set
2825,896,array
2826,897,stack
2827,897,tree
2828,897,depth-first-search
2829,897,binary-search-tree
2830,897,binary-tree
2831,898,array
2832,898,dynamic-programming
2833,898,bit-manipulation
2834,899,math
2835,899,string
2836,899,sorting
2837,900,array
2838,900,design
2839,900,counting
2840,900,iterator
2841,901,stack
2842,901,design
2843,901,monotonic-stack
2844,901,data-stream
2845,902,array
2846,902,math
2847,902,string
2848,902,binary-search
2849,902,dynamic-programming
2850,903,string
2851,903,dynamic-programming
2852,903,prefix-sum
2853,904,array
2854,904,hash-table
2855,904,sliding-window
2856,905,array
2857,905,two-pointers
2858,905,sorting
2859,906,math
2860,906,string
2861,906,enumeration
2862,907,array
2863,907,dynamic-programming
2864,907,stack
2865,907,monotonic-stack
2866,908,array
2867,908,math
2868,909,array
2869,909,breadth-first-search
2870,909,matrix
2871,910,array
2872,910,math
2873,910,greedy
2874,910,sorting
2875,911,array
2876,911,hash-table
2877,911,binary-search
2878,911,design
2879,912,array
2880,912,divide-and-conquer
2881,912,sorting
2882,912,heap-priority-queue
2883,912,merge-sort
2884,912,bucket-sort
2885,912,radix-sort
2886,912,counting-sort
2887,913,math
2888,913,dynamic-programming
2889,913,graph
2890,913,topological-sort
2891,913,memoization
2892,913,game-theory
2893,914,array
2894,914,hash-table
2895,914,math
2896,914,counting
2897,914,number-theory
2898,915,array
2899,916,array
2900,916,hash-table
2901,916,string
2902,917,two-pointers
2903,917,string
2904,918,array
2905,918,divide-and-conquer
2906,918,dynamic-programming
2907,918,queue
2908,918,monotonic-queue
2909,919,tree
2910,919,breadth-first-search
2911,919,design
2912,919,binary-tree
2913,920,math
2914,920,dynamic-programming
2915,920,combinatorics
2916,921,string
2917,921,stack
2918,921,greedy
2919,922,array
2920,922,two-pointers
2921,922,sorting
2922,923,array
2923,923,hash-table
2924,923,two-pointers
2925,923,sorting
2926,923,counting
2927,924,array
2928,924,hash-table
2929,924,depth-first-search
2930,924,breadth-first-search
2931,924,union-find
2932,924,graph
2933,925,two-pointers
2934,925,string
2935,926,string
2936,926,dynamic-programming
2937,927,array
2938,927,math
2939,928,array
2940,928,hash-table
2941,928,depth-first-search
2942,928,breadth-first-search
2943,928,union-find
2944,928,graph
2945,929,array
2946,929,hash-table
2947,929,string
2948,930,array
2949,930,hash-table
2950,930,sliding-window
2951,930,prefix-sum
2952,931,array
2953,931,dynamic-programming
2954,931,matrix
2955,932,array
2956,932,math
2957,932,divide-and-conquer
2958,933,design
2959,933,queue
2960,933,data-stream
2961,934,array
2962,934,depth-first-search
2963,934,breadth-first-search
2964,934,matrix
2965,935,dynamic-programming
2966,936,string
2967,936,stack
2968,936,greedy
2969,936,queue
2970,937,array
2971,937,string
2972,937,sorting
2973,938,tree
2974,938,depth-first-search
2975,938,binary-search-tree
2976,938,binary-tree
2977,939,array
2978,939,hash-table
2979,939,math
2980,939,geometry
2981,939,sorting
2982,940,string
2983,940,dynamic-programming
2984,941,array
2985,942,array
2986,942,two-pointers
2987,942,string
2988,942,greedy
2989,943,array
2990,943,string
2991,943,dynamic-programming
2992,943,bit-manipulation
2993,943,bitmask
2994,944,array
2995,944,string
2996,945,array
2997,945,greedy
2998,945,sorting
2999,945,counting
3000,946,array
3001,946,stack
3002,946,simulation
3003,947,hash-table
3004,947,depth-first-search
3005,947,union-find
3006,947,graph
3007,948,array
3008,948,two-pointers
3009,948,greedy
3010,948,sorting
3011,949,array
3012,949,string
3013,949,backtracking
3014,949,enumeration
3015,950,array
3016,950,queue
3017,950,sorting
3018,950,simulation
3019,951,tree
3020,951,depth-first-search
3021,951,binary-tree
3022,952,array
3023,952,hash-table
3024,952,math
3025,952,union-find
3026,952,number-theory
3027,953,array
3028,953,hash-table
3029,953,string
3030,954,array
3031,954,hash-table
3032,954,greedy
3033,954,sorting
3034,955,array
3035,955,string
3036,955,greedy
3037,956,array
3038,956,dynamic-programming
3039,957,array
3040,957,hash-table
3041,957,math
3042,957,bit-manipulation
3043,958,tree
3044,958,breadth-first-search
3045,958,binary-tree
3046,959,array
3047,959,hash-table
3048,959,depth-first-search
3049,959,breadth-first-search
3050,959,union-find
3051,959,matrix
3052,960,array
3053,960,string
3054,960,dynamic-programming
3055,961,array
3056,961,hash-table
3057,962,array
3058,962,two-pointers
3059,962,stack
3060,962,monotonic-stack
3061,963,array
3062,963,math
3063,963,geometry
3064,964,math
3065,964,dynamic-programming
3066,964,memoization
3067,965,tree
3068,965,depth-first-search
3069,965,breadth-first-search
3070,965,binary-tree
3071,966,array
3072,966,hash-table
3073,966,string
3074,967,backtracking
3075,967,breadth-first-search
3076,968,dynamic-programming
3077,968,tree
3078,968,depth-first-search
3079,968,binary-tree
3080,969,array
3081,969,two-pointers
3082,969,greedy
3083,969,sorting
3084,970,hash-table
3085,970,math
3086,970,enumeration
3087,971,tree
3088,971,depth-first-search
3089,971,binary-tree
3090,972,math
3091,972,string
3092,973,array
3093,973,math
3094,973,divide-and-conquer
3095,973,geometry
3096,973,sorting
3097,973,heap-priority-queue
3098,973,quickselect
3099,974,array
3100,974,hash-table
3101,974,prefix-sum
3102,975,array
3103,975,dynamic-programming
3104,975,stack
3105,975,monotonic-stack
3106,975,ordered-set
3107,976,array
3108,976,math
3109,976,greedy
3110,976,sorting
3111,977,array
3112,977,two-pointers
3113,977,sorting
3114,978,array
3115,978,dynamic-programming
3116,978,sliding-window
3117,979,tree
3118,979,depth-first-search
3119,979,binary-tree
3120,980,array
3121,980,backtracking
3122,980,bit-manipulation
3123,980,matrix
3124,981,hash-table
3125,981,string
3126,981,binary-search
3127,981,design
3128,982,array
3129,982,hash-table
3130,982,bit-manipulation
3131,983,array
3132,983,dynamic-programming
3133,984,string
3134,984,greedy
3135,985,array
3136,985,simulation
3137,986,array
3138,986,two-pointers
3139,986,line-sweep
3140,987,hash-table
3141,987,tree
3142,987,depth-first-search
3143,987,breadth-first-search
3144,987,sorting
3145,987,binary-tree
3146,988,string
3147,988,backtracking
3148,988,tree
3149,988,depth-first-search
3150,988,binary-tree
3151,989,array
3152,989,math
3153,990,array
3154,990,string
3155,990,union-find
3156,990,graph
3157,991,math
3158,991,greedy
3159,992,array
3160,992,hash-table
3161,992,sliding-window
3162,992,counting
3163,993,tree
3164,993,depth-first-search
3165,993,breadth-first-search
3166,993,binary-tree
3167,994,array
3168,994,breadth-first-search
3169,994,matrix
3170,995,array
3171,995,bit-manipulation
3172,995,queue
3173,995,sliding-window
3174,995,prefix-sum
3175,996,array
3176,996,hash-table
3177,996,math
3178,996,dynamic-programming
3179,996,backtracking
3180,996,bit-manipulation
3181,996,bitmask
3182,997,array
3183,997,hash-table
3184,997,graph
3185,998,tree
3186,998,binary-tree
3187,999,array
3188,999,matrix
3189,999,simulation
3190,1000,array
3191,1000,dynamic-programming
3192,1000,prefix-sum
3193,1001,array
3194,1001,hash-table
3195,1002,array
3196,1002,hash-table
3197,1002,string
3198,1003,string
3199,1003,stack
3200,1004,array
3201,1004,binary-search
3202,1004,sliding-window
3203,1004,prefix-sum
3204,1005,array
3205,1005,greedy
3206,1005,sorting
3207,1006,math
3208,1006,stack
3209,1006,simulation
3210,1007,array
3211,1007,greedy
3212,1008,array
3213,1008,stack
3214,1008,tree
3215,1008,binary-search-tree
3216,1008,monotonic-stack
3217,1008,binary-tree
3218,1009,bit-manipulation
3219,1010,array
3220,1010,hash-table
3221,1010,counting
3222,1011,array
3223,1011,binary-search
3224,1012,math
3225,1012,dynamic-programming
3226,1013,array
3227,1013,greedy
3228,1014,array
3229,1014,dynamic-programming
3230,1015,hash-table
3231,1015,math
3232,1016,hash-table
3233,1016,string
3234,1016,bit-manipulation
3235,1016,sliding-window
3236,1017,math
3237,1018,array
3238,1018,bit-manipulation
3239,1019,array
3240,1019,linked-list
3241,1019,stack
3242,1019,monotonic-stack
3243,1020,array
3244,1020,depth-first-search
3245,1020,breadth-first-search
3246,1020,union-find
3247,1020,matrix
3248,1021,string
3249,1021,stack
3250,1022,tree
3251,1022,depth-first-search
3252,1022,binary-tree
3253,1023,array
3254,1023,two-pointers
3255,1023,string
3256,1023,trie
3257,1023,string-matching
3258,1024,array
3259,1024,dynamic-programming
3260,1024,greedy
3261,1025,math
3262,1025,dynamic-programming
3263,1025,brainteaser
3264,1025,game-theory
3265,1026,tree
3266,1026,depth-first-search
3267,1026,binary-tree
3268,1027,array
3269,1027,hash-table
3270,1027,binary-search
3271,1027,dynamic-programming
3272,1028,string
3273,1028,tree
3274,1028,depth-first-search
3275,1028,binary-tree
3276,1029,array
3277,1029,greedy
3278,1029,sorting
3279,1030,array
3280,1030,math
3281,1030,geometry
3282,1030,sorting
3283,1030,matrix
3284,1031,array
3285,1031,dynamic-programming
3286,1031,sliding-window
3287,1032,array
3288,1032,string
3289,1032,design
3290,1032,trie
3291,1032,data-stream
3292,1033,math
3293,1033,brainteaser
3294,1034,array
3295,1034,depth-first-search
3296,1034,breadth-first-search
3297,1034,matrix
3298,1035,array
3299,1035,dynamic-programming
3300,1036,array
3301,1036,hash-table
3302,1036,depth-first-search
3303,1036,breadth-first-search
3304,1037,array
3305,1037,math
3306,1037,geometry
3307,1038,tree
3308,1038,depth-first-search
3309,1038,binary-search-tree
3310,1038,binary-tree
3311,1039,array
3312,1039,dynamic-programming
3313,1040,array
3314,1040,math
3315,1040,sliding-window
3316,1040,sorting
3317,1041,math
3318,1041,string
3319,1041,simulation
3320,1042,depth-first-search
3321,1042,breadth-first-search
3322,1042,graph
3323,1043,array
3324,1043,dynamic-programming
3325,1044,string
3326,1044,binary-search
3327,1044,sliding-window
3328,1044,rolling-hash
3329,1044,suffix-array
3330,1044,hash-function
3331,1045,database
3332,1046,array
3333,1046,heap-priority-queue
3334,1047,string
3335,1047,stack
3336,1048,array
3337,1048,hash-table
3338,1048,two-pointers
3339,1048,string
3340,1048,dynamic-programming
3341,1048,sorting
3342,1049,array
3343,1049,dynamic-programming
3344,1050,database
3345,1051,array
3346,1051,sorting
3347,1051,counting-sort
3348,1052,array
3349,1052,sliding-window
3350,1053,array
3351,1053,greedy
3352,1054,array
3353,1054,hash-table
3354,1054,greedy
3355,1054,sorting
3356,1054,heap-priority-queue
3357,1054,counting
3358,1055,two-pointers
3359,1055,string
3360,1055,binary-search
3361,1055,greedy
3362,1056,math
3363,1057,array
3364,1057,sorting
3365,1057,heap-priority-queue
3366,1058,array
3367,1058,math
3368,1058,string
3369,1058,greedy
3370,1058,sorting
3371,1059,graph
3372,1059,topological-sort
3373,1060,array
3374,1060,binary-search
3375,1061,string
3376,1061,union-find
3377,1062,string
3378,1062,binary-search
3379,1062,dynamic-programming
3380,1062,rolling-hash
3381,1062,suffix-array
3382,1062,hash-function
3383,1063,array
3384,1063,stack
3385,1063,monotonic-stack
3386,1064,array
3387,1064,binary-search
3388,1065,array
3389,1065,string
3390,1065,trie
3391,1065,sorting
3392,1066,array
3393,1066,dynamic-programming
3394,1066,backtracking
3395,1066,bit-manipulation
3396,1066,bitmask
3397,1067,math
3398,1067,dynamic-programming
3399,1068,database
3400,1069,database
3401,1070,database
3402,1071,math
3403,1071,string
3404,1072,array
3405,1072,hash-table
3406,1072,matrix
3407,1073,array
3408,1073,math
3409,1074,array
3410,1074,hash-table
3411,1074,matrix
3412,1074,prefix-sum
3413,1075,database
3414,1076,database
3415,1077,database
3416,1078,string
3417,1079,hash-table
3418,1079,string
3419,1079,backtracking
3420,1079,counting
3421,1080,tree
3422,1080,depth-first-search
3423,1080,binary-tree
3424,1081,string
3425,1081,stack
3426,1081,greedy
3427,1081,monotonic-stack
3428,1082,database
3429,1083,database
3430,1084,database
3431,1085,array
3432,1085,math
3433,1086,array
3434,1086,hash-table
3435,1086,sorting
3436,1086,heap-priority-queue
3437,1087,string
3438,1087,backtracking
3439,1087,breadth-first-search
3440,1088,math
3441,1088,backtracking
3442,1089,array
3443,1089,two-pointers
3444,1090,array
3445,1090,hash-table
3446,1090,greedy
3447,1090,sorting
3448,1090,counting
3449,1091,array
3450,1091,breadth-first-search
3451,1091,matrix
3452,1092,string
3453,1092,dynamic-programming
3454,1093,array
3455,1093,math
3456,1093,probability-and-statistics
3457,1094,array
3458,1094,sorting
3459,1094,heap-priority-queue
3460,1094,simulation
3461,1094,prefix-sum
3462,1095,array
3463,1095,binary-search
3464,1095,interactive
3465,1096,string
3466,1096,backtracking
3467,1096,stack
3468,1096,breadth-first-search
3469,1097,database
3470,1098,database
3471,1099,array
3472,1099,two-pointers
3473,1099,binary-search
3474,1099,sorting
3475,1100,hash-table
3476,1100,string
3477,1100,sliding-window
3478,1101,array
3479,1101,union-find
3480,1101,sorting
3481,1102,array
3482,1102,binary-search
3483,1102,depth-first-search
3484,1102,breadth-first-search
3485,1102,union-find
3486,1102,heap-priority-queue
3487,1102,matrix
3488,1103,math
3489,1103,simulation
3490,1104,math
3491,1104,tree
3492,1104,binary-tree
3493,1105,array
3494,1105,dynamic-programming
3495,1106,string
3496,1106,stack
3497,1106,recursion
3498,1107,database
3499,1108,string
3500,1109,array
3501,1109,prefix-sum
3502,1110,array
3503,1110,hash-table
3504,1110,tree
3505,1110,depth-first-search
3506,1110,binary-tree
3507,1111,string
3508,1111,stack
3509,1112,database
3510,1113,database
3511,1114,concurrency
3512,1115,concurrency
3513,1116,concurrency
3514,1117,concurrency
3515,1118,math
3516,1119,string
3517,1120,tree
3518,1120,depth-first-search
3519,1120,binary-tree
3520,1121,array
3521,1121,counting
3522,1122,array
3523,1122,hash-table
3524,1122,sorting
3525,1122,counting-sort
3526,1123,hash-table
3527,1123,tree
3528,1123,depth-first-search
3529,1123,breadth-first-search
3530,1123,binary-tree
3531,1124,array
3532,1124,hash-table
3533,1124,stack
3534,1124,monotonic-stack
3535,1124,prefix-sum
3536,1125,array
3537,1125,dynamic-programming
3538,1125,bit-manipulation
3539,1125,bitmask
3540,1126,database
3541,1127,database
3542,1128,array
3543,1128,hash-table
3544,1128,counting
3545,1129,breadth-first-search
3546,1129,graph
3547,1130,array
3548,1130,dynamic-programming
3549,1130,stack
3550,1130,greedy
3551,1130,monotonic-stack
3552,1131,array
3553,1131,math
3554,1132,database
3555,1133,array
3556,1133,hash-table
3557,1133,sorting
3558,1134,math
3559,1135,union-find
3560,1135,graph
3561,1135,heap-priority-queue
3562,1135,minimum-spanning-tree
3563,1136,graph
3564,1136,topological-sort
3565,1137,math
3566,1137,dynamic-programming
3567,1137,memoization
3568,1138,hash-table
3569,1138,string
3570,1139,array
3571,1139,dynamic-programming
3572,1139,matrix
3573,1140,array
3574,1140,math
3575,1140,dynamic-programming
3576,1140,prefix-sum
3577,1140,game-theory
3578,1141,database
3579,1142,database
3580,1143,string
3581,1143,dynamic-programming
3582,1144,array
3583,1144,greedy
3584,1145,tree
3585,1145,depth-first-search
3586,1145,binary-tree
3587,1146,array
3588,1146,hash-table
3589,1146,binary-search
3590,1146,design
3591,1147,two-pointers
3592,1147,string
3593,1147,dynamic-programming
3594,1147,greedy
3595,1147,rolling-hash
3596,1147,hash-function
3597,1148,database
3598,1149,database
3599,1150,array
3600,1150,binary-search
3601,1151,array
3602,1151,sliding-window
3603,1152,array
3604,1152,hash-table
3605,1152,sorting
3606,1153,hash-table
3607,1153,string
3608,1154,math
3609,1154,string
3610,1155,dynamic-programming
3611,1156,hash-table
3612,1156,string
3613,1156,sliding-window
3614,1157,array
3615,1157,binary-search
3616,1157,design
3617,1157,binary-indexed-tree
3618,1157,segment-tree
3619,1158,database
3620,1159,database
3621,1160,array
3622,1160,hash-table
3623,1160,string
3624,1160,counting
3625,1161,tree
3626,1161,depth-first-search
3627,1161,breadth-first-search
3628,1161,binary-tree
3629,1162,array
3630,1162,dynamic-programming
3631,1162,breadth-first-search
3632,1162,matrix
3633,1163,two-pointers
3634,1163,string
3635,1164,database
3636,1165,hash-table
3637,1165,string
3638,1166,hash-table
3639,1166,string
3640,1166,design
3641,1166,trie
3642,1167,array
3643,1167,greedy
3644,1167,heap-priority-queue
3645,1168,union-find
3646,1168,graph
3647,1168,heap-priority-queue
3648,1168,minimum-spanning-tree
3649,1169,array
3650,1169,hash-table
3651,1169,string
3652,1169,sorting
3653,1170,array
3654,1170,hash-table
3655,1170,string
3656,1170,binary-search
3657,1170,sorting
3658,1171,hash-table
3659,1171,linked-list
3660,1172,hash-table
3661,1172,stack
3662,1172,design
3663,1172,heap-priority-queue
3664,1173,database
3665,1174,database
3666,1175,math
3667,1176,array
3668,1176,sliding-window
3669,1177,array
3670,1177,hash-table
3671,1177,string
3672,1177,bit-manipulation
3673,1177,prefix-sum
3674,1178,array
3675,1178,hash-table
3676,1178,string
3677,1178,bit-manipulation
3678,1178,trie
3679,1179,database
3680,1180,math
3681,1180,string
3682,1181,array
3683,1181,hash-table
3684,1181,string
3685,1181,sorting
3686,1182,array
3687,1182,binary-search
3688,1182,dynamic-programming
3689,1183,math
3690,1183,greedy
3691,1183,sorting
3692,1183,heap-priority-queue
3693,1184,array
3694,1185,math
3695,1186,array
3696,1186,dynamic-programming
3697,1187,array
3698,1187,binary-search
3699,1187,dynamic-programming
3700,1187,sorting
3701,1188,concurrency
3702,1189,hash-table
3703,1189,string
3704,1189,counting
3705,1190,string
3706,1190,stack
3707,1191,array
3708,1191,dynamic-programming
3709,1192,depth-first-search
3710,1192,graph
3711,1192,biconnected-component
3712,1193,database
3713,1194,database
3714,1195,concurrency
3715,1196,array
3716,1196,greedy
3717,1196,sorting
3718,1197,breadth-first-search
3719,1198,array
3720,1198,hash-table
3721,1198,binary-search
3722,1198,matrix
3723,1198,counting
3724,1199,array
3725,1199,math
3726,1199,greedy
3727,1199,heap-priority-queue
3728,1200,array
3729,1200,sorting
3730,1201,math
3731,1201,binary-search
3732,1201,combinatorics
3733,1201,number-theory
3734,1202,array
3735,1202,hash-table
3736,1202,string
3737,1202,depth-first-search
3738,1202,breadth-first-search
3739,1202,union-find
3740,1202,sorting
3741,1203,depth-first-search
3742,1203,breadth-first-search
3743,1203,graph
3744,1203,topological-sort
3745,1204,database
3746,1205,database
3747,1206,linked-list
3748,1206,design
3749,1207,array
3750,1207,hash-table
3751,1208,string
3752,1208,binary-search
3753,1208,sliding-window
3754,1208,prefix-sum
3755,1209,string
3756,1209,stack
3757,1210,array
3758,1210,breadth-first-search
3759,1210,matrix
3760,1211,database
3761,1212,database
3762,1213,array
3763,1213,hash-table
3764,1213,binary-search
3765,1213,counting
3766,1214,two-pointers
3767,1214,binary-search
3768,1214,stack
3769,1214,tree
3770,1214,depth-first-search
3771,1214,binary-search-tree
3772,1214,binary-tree
3773,1215,math
3774,1215,backtracking
3775,1215,breadth-first-search
3776,1216,string
3777,1216,dynamic-programming
3778,1217,array
3779,1217,math
3780,1217,greedy
3781,1218,array
3782,1218,hash-table
3783,1218,dynamic-programming
3784,1219,array
3785,1219,backtracking
3786,1219,matrix
3787,1220,dynamic-programming
3788,1221,string
3789,1221,greedy
3790,1221,counting
3791,1222,array
3792,1222,matrix
3793,1222,simulation
3794,1223,array
3795,1223,dynamic-programming
3796,1224,array
3797,1224,hash-table
3798,1225,database
3799,1226,concurrency
3800,1227,math
3801,1227,dynamic-programming
3802,1227,brainteaser
3803,1227,probability-and-statistics
3804,1228,array
3805,1228,math
3806,1229,array
3807,1229,two-pointers
3808,1229,sorting
3809,1230,array
3810,1230,math
3811,1230,dynamic-programming
3812,1230,probability-and-statistics
3813,1231,array
3814,1231,binary-search
3815,1232,array
3816,1232,math
3817,1232,geometry
3818,1233,array
3819,1233,string
3820,1233,depth-first-search
3821,1233,trie
3822,1234,string
3823,1234,sliding-window
3824,1235,array
3825,1235,binary-search
3826,1235,dynamic-programming
3827,1235,sorting
3828,1236,string
3829,1236,depth-first-search
