QID,title,titleSlug,difficulty,acceptanceRate,paidOnly,topicTags,categorySlug
692,Top K Frequent Words,top-k-frequent-words,Medium,59.29474458104526,False,"array,hash-table,string,trie,sorting,heap-priority-queue,bucket-sort,counting",algorithms
693,Binary Number with Alternating Bits,binary-number-with-alternating-bits,Easy,63.447423879078556,False,bit-manipulation,algorithms
694,Number of Distinct Islands,number-of-distinct-islands,Medium,62.27446727475776,True,"hash-table,depth-first-search,breadth-first-search,union-find,hash-function",algorithms
695,Max Area of Island,max-area-of-island,Medium,73.17927620567487,False,"array,depth-first-search,breadth-first-search,union-find,matrix",algorithms
696,Count Binary Substrings,count-binary-substrings,Easy,65.92853177435617,False,"two-pointers,string",algorithms
697,Degree of an Array,degree-of-an-array,Easy,57.42996796948769,False,"array,hash-table",algorithms
698,Partition to K Equal Sum Subsets,partition-to-k-equal-sum-subsets,Medium,38.12822184766427,False,"array,dynamic-programming,backtracking,bit-manipulation,memoization,bitmask",algorithms
699,Falling Squares,falling-squares,Hard,46.290757896272524,False,"array,segment-tree,ordered-set",algorithms
700,Search in a Binary Search Tree,search-in-a-binary-search-tree,Easy,81.73819451340876,False,"tree,binary-search-tree,binary-tree",algorithms
701,Insert into a Binary Search Tree,insert-into-a-binary-search-tree,Medium,73.41757065291178,False,"tree,binary-search-tree,binary-tree",algorithms
702,Search in a Sorted Array of Unknown Size,search-in-a-sorted-array-of-unknown-size,Medium,72.81517342894375,True,"array,binary-search,interactive",algorithms
703,Kth Largest Element in a Stream,kth-largest-element-in-a-stream,Easy,59.8848829708477,False,"tree,design,binary-search-tree,heap-priority-queue,binary-tree,data-stream",algorithms
704,Binary Search,binary-search,Easy,59.585092582110136,False,"array,binary-search",algorithms
705,Design HashSet,design-hashset,Easy,67.04301586939883,False,"array,hash-table,linked-list,design,hash-function",algorithms
706,Design HashMap,design-hashmap,Easy,65.90055838795824,False,"array,hash-table,linked-list,design,hash-function",algorithms
707,Design Linked List,design-linked-list,Medium,29.077065960336256,False,"linked-list,design",algorithms
708,Insert into a Sorted Circular Linked List,insert-into-a-sorted-circular-linked-list,Medium,38.13336223209597,True,linked-list,algorithms
709,To Lower Case,to-lower-case,Easy,84.17890341194787,False,string,algorithms
710,Random Pick with Blacklist,random-pick-with-blacklist,Hard,33.88815007639636,False,"array,hash-table,math,binary-search,sorting,randomized",algorithms
711,Number of Distinct Islands II,number-of-distinct-islands-ii,Hard,54.85587946282345,True,"hash-table,depth-first-search,breadth-first-search,union-find,hash-function",algorithms
712,Minimum ASCII Delete Sum for Two Strings,minimum-ascii-delete-sum-for-two-strings,Medium,65.73575299065494,False,"string,dynamic-programming",algorithms
713,Subarray Product Less Than K,subarray-product-less-than-k,Medium,52.87328874479549,False,"array,binary-search,sliding-window,prefix-sum",algorithms
714,Best Time to Buy and Sell Stock with Transaction Fee,best-time-to-buy-and-sell-stock-with-transaction-fee,Medium,70.54324974863654,False,"array,dynamic-programming,greedy",algorithms
715,Range Module,range-module,Hard,44.20463919397766,False,"design,segment-tree,ordered-set",algorithms
716,Max Stack,max-stack,Hard,45.53372868791698,True,"linked-list,stack,design,doubly-linked-list,ordered-set",algorithms
717,1-bit and 2-bit Characters,1-bit-and-2-bit-characters,Easy,45.125039102386275,False,array,algorithms
718,Maximum Length of Repeated Subarray,maximum-length-of-repeated-subarray,Medium,51.01644650604564,False,"array,binary-search,dynamic-programming,sliding-window,rolling-hash,hash-function",algorithms
719,Find K-th Smallest Pair Distance,find-k-th-smallest-pair-distance,Hard,45.80180380134603,False,"array,two-pointers,binary-search,sorting",algorithms
720,Longest Word in Dictionary,longest-word-in-dictionary,Medium,53.47371804182492,False,"array,hash-table,string,trie,sorting",algorithms
721,Accounts Merge,accounts-merge,Medium,59.6212407226132,False,"array,hash-table,string,depth-first-search,breadth-first-search,union-find,sorting",algorithms
722,Remove Comments,remove-comments,Medium,39.41523520605153,False,"array,string",algorithms
723,Candy Crush,candy-crush,Medium,77.37297558617355,True,"array,two-pointers,matrix,simulation",algorithms
724,Find Pivot Index,find-pivot-index,Easy,60.59563706537191,False,"array,prefix-sum",algorithms
725,Split Linked List in Parts,split-linked-list-in-parts,Medium,70.1994585614705,False,linked-list,algorithms
726,Number of Atoms,number-of-atoms,Hard,64.99097143958406,False,"hash-table,string,stack,sorting",algorithms
727,Minimum Window Subsequence,minimum-window-subsequence,Hard,43.609195817782556,True,"string,dynamic-programming,sliding-window",algorithms
728,Self Dividing Numbers,self-dividing-numbers,Easy,79.63224814236864,False,math,algorithms
729,My Calendar I,my-calendar-i,Medium,58.14792600714309,False,"array,binary-search,design,segment-tree,ordered-set",algorithms
730,Count Different Palindromic Subsequences,count-different-palindromic-subsequences,Hard,46.40923974784488,False,"string,dynamic-programming",algorithms
731,My Calendar II,my-calendar-ii,Medium,62.32944985873464,False,"array,binary-search,design,segment-tree,prefix-sum,ordered-set",algorithms
732,My Calendar III,my-calendar-iii,Hard,70.70514641192078,False,"binary-search,design,segment-tree,prefix-sum,ordered-set",algorithms
733,Flood Fill,flood-fill,Easy,66.51706637136951,False,"array,depth-first-search,breadth-first-search,matrix",algorithms
734,Sentence Similarity,sentence-similarity,Easy,44.607825026785385,True,"array,hash-table,string",algorithms
735,Asteroid Collision,asteroid-collision,Medium,45.53685812919944,False,"array,stack,simulation",algorithms
736,Parse Lisp Expression,parse-lisp-expression,Hard,52.76126097932444,False,"hash-table,string,stack,recursion",algorithms
737,Sentence Similarity II,sentence-similarity-ii,Medium,50.66550732392482,True,"array,hash-table,string,depth-first-search,breadth-first-search,union-find",algorithms
738,Monotone Increasing Digits,monotone-increasing-digits,Medium,48.72300315240263,False,"math,greedy",algorithms
739,Daily Temperatures,daily-temperatures,Medium,67.37620307690128,False,"array,stack,monotonic-stack",algorithms
740,Delete and Earn,delete-and-earn,Medium,56.73410171677279,False,"array,hash-table,dynamic-programming",algorithms
741,Cherry Pickup,cherry-pickup,Hard,37.89250932017326,False,"array,dynamic-programming,matrix",algorithms
742,Closest Leaf in a Binary Tree,closest-leaf-in-a-binary-tree,Medium,47.04826160291638,True,"tree,depth-first-search,breadth-first-search,binary-tree",algorithms
743,Network Delay Time,network-delay-time,Medium,57.50163592585824,False,"depth-first-search,breadth-first-search,graph,heap-priority-queue,shortest-path",algorithms
744,Find Smallest Letter Greater Than Target,find-smallest-letter-greater-than-target,Easy,54.10794987030169,False,"array,binary-search",algorithms
745,Prefix and Suffix Search,prefix-and-suffix-search,Hard,40.42257124251915,False,"array,hash-table,string,design,trie",algorithms
746,Min Cost Climbing Stairs,min-cost-climbing-stairs,Easy,67.21800263636935,False,"array,dynamic-programming",algorithms
747,Largest Number At Least Twice of Others,largest-number-at-least-twice-of-others,Easy,50.80784884614991,False,"array,sorting",algorithms
748,Shortest Completing Word,shortest-completing-word,Easy,61.42250917705866,False,"array,hash-table,string",algorithms
749,Contain Virus,contain-virus,Hard,52.602016647492725,False,"array,depth-first-search,breadth-first-search,matrix,simulation",algorithms
750,Number Of Corner Rectangles,number-of-corner-rectangles,Medium,67.82333310631343,True,"array,math,dynamic-programming,matrix",algorithms
751,IP to CIDR,ip-to-cidr,Medium,54.91413200910408,True,"string,bit-manipulation",algorithms
752,Open the Lock,open-the-lock,Medium,60.74062255959828,False,"array,hash-table,string,breadth-first-search",algorithms
753,Cracking the Safe,cracking-the-safe,Hard,57.79957633450237,False,"depth-first-search,graph,eulerian-circuit",algorithms
754,Reach a Number,reach-a-number,Medium,43.90213352260866,False,"math,binary-search",algorithms
755,Pour Water,pour-water,Medium,47.90622743180934,True,"array,simulation",algorithms
756,Pyramid Transition Matrix,pyramid-transition-matrix,Medium,52.91453801848209,False,"bit-manipulation,depth-first-search,breadth-first-search",algorithms
757,Set Intersection Size At Least Two,set-intersection-size-at-least-two,Hard,45.26986255447536,False,"array,greedy,sorting",algorithms
758,Bold Words in String,bold-words-in-string,Medium,52.11011556940657,True,"array,hash-table,string,trie,string-matching",algorithms
759,Employee Free Time,employee-free-time,Hard,72.59653760092122,True,"array,line-sweep,sorting,heap-priority-queue",algorithms
760,Find Anagram Mappings,find-anagram-mappings,Easy,83.88642839444995,True,"array,hash-table",algorithms
761,Special Binary String,special-binary-string,Hard,63.51632327923744,False,"string,recursion",algorithms
762,Prime Number of Set Bits in Binary Representation,prime-number-of-set-bits-in-binary-representation,Easy,71.03366677422824,False,"math,bit-manipulation",algorithms
763,Partition Labels,partition-labels,Medium,81.53731002403742,False,"hash-table,two-pointers,string,greedy",algorithms
764,Largest Plus Sign,largest-plus-sign,Medium,48.571191915845276,False,"array,dynamic-programming",algorithms
765,Couples Holding Hands,couples-holding-hands,Hard,58.40783345937985,False,"greedy,depth-first-search,breadth-first-search,union-find,graph",algorithms
766,Toeplitz Matrix,toeplitz-matrix,Easy,69.39613473181663,False,"array,matrix",algorithms
767,Reorganize String,reorganize-string,Medium,56.213129448871214,False,"hash-table,string,greedy,sorting,heap-priority-queue,counting",algorithms
768,Max Chunks To Make Sorted II,max-chunks-to-make-sorted-ii,Hard,54.19029920345974,False,"array,stack,greedy,sorting,monotonic-stack",algorithms
769,Max Chunks To Make Sorted,max-chunks-to-make-sorted,Medium,64.04890017648832,False,"array,stack,greedy,sorting,monotonic-stack",algorithms
770,Basic Calculator IV,basic-calculator-iv,Hard,48.67570605592244,False,"hash-table,math,string,stack,recursion",algorithms
771,Jewels and Stones,jewels-and-stones,Easy,89.23025649441487,False,"hash-table,string",algorithms
772,Basic Calculator III,basic-calculator-iii,Hard,52.49432173835286,True,"math,string,stack,recursion",algorithms
773,Sliding Puzzle,sliding-puzzle,Hard,73.13482115560991,False,"array,dynamic-programming,backtracking,breadth-first-search,memoization,matrix",algorithms
774,Minimize Max Distance to Gas Station,minimize-max-distance-to-gas-station,Hard,52.95666101076735,True,"array,binary-search",algorithms
775,Global and Local Inversions,global-and-local-inversions,Medium,42.34837744784932,False,"array,math",algorithms
776,Split BST,split-bst,Medium,82.39682304038006,True,"tree,binary-search-tree,recursion,binary-tree",algorithms
777,Swap Adjacent in LR String,swap-adjacent-in-lr-string,Medium,37.53413633989949,False,"two-pointers,string",algorithms
778,Swim in Rising Water,swim-in-rising-water,Hard,62.899293600195485,False,"array,binary-search,depth-first-search,breadth-first-search,union-find,heap-priority-queue,matrix",algorithms
779,K-th Symbol in Grammar,k-th-symbol-in-grammar,Medium,47.40689428878721,False,"math,bit-manipulation,recursion",algorithms
780,Reaching Points,reaching-points,Hard,33.65495964767164,False,math,algorithms
781,Rabbits in Forest,rabbits-in-forest,Medium,58.2619430369873,False,"array,hash-table,math,greedy",algorithms
782,Transform to Chessboard,transform-to-chessboard,Hard,50.56522519289432,False,"array,math,bit-manipulation,matrix",algorithms
783,Minimum Distance Between BST Nodes,minimum-distance-between-bst-nodes,Easy,60.31885190048032,False,"tree,depth-first-search,breadth-first-search,binary-search-tree,binary-tree",algorithms
784,Letter Case Permutation,letter-case-permutation,Medium,75.17184153822113,False,"string,backtracking,bit-manipulation",algorithms
785,Is Graph Bipartite?,is-graph-bipartite,Medium,57.74816677009588,False,"depth-first-search,breadth-first-search,union-find,graph",algorithms
786,K-th Smallest Prime Fraction,k-th-smallest-prime-fraction,Medium,68.5262723860453,False,"array,two-pointers,binary-search,sorting,heap-priority-queue",algorithms
787,Cheapest Flights Within K Stops,cheapest-flights-within-k-stops,Medium,40.41253134410698,False,"dynamic-programming,depth-first-search,breadth-first-search,graph,heap-priority-queue,shortest-path",algorithms
788,Rotated Digits,rotated-digits,Medium,56.4259173466204,False,"math,dynamic-programming",algorithms
789,Escape The Ghosts,escape-the-ghosts,Medium,62.58212459278941,False,"array,math",algorithms
790,Domino and Tromino Tiling,domino-and-tromino-tiling,Medium,51.97096280372614,False,dynamic-programming,algorithms
791,Custom Sort String,custom-sort-string,Medium,72.01496255322128,False,"hash-table,string,sorting",algorithms
792,Number of Matching Subsequences,number-of-matching-subsequences,Medium,50.684739574784935,False,"array,hash-table,string,binary-search,dynamic-programming,trie,sorting",algorithms
793,Preimage Size of Factorial Zeroes Function,preimage-size-of-factorial-zeroes-function,Hard,45.78695000105616,False,"math,binary-search",algorithms
794,Valid Tic-Tac-Toe State,valid-tic-tac-toe-state,Medium,34.60628848564111,False,"array,matrix",algorithms
795,Number of Subarrays with Bounded Maximum,number-of-subarrays-with-bounded-maximum,Medium,53.95989589257398,False,"array,two-pointers",algorithms
796,Rotate String,rotate-string,Easy,63.96649413994682,False,"string,string-matching",algorithms
797,All Paths From Source to Target,all-paths-from-source-to-target,Medium,83.13666757845189,False,"backtracking,depth-first-search,breadth-first-search,graph",algorithms
798,Smallest Rotation with Highest Score,smallest-rotation-with-highest-score,Hard,52.16277561608301,False,"array,prefix-sum",algorithms
799,Champagne Tower,champagne-tower,Medium,58.28920307562219,False,dynamic-programming,algorithms
800,Similar RGB Color,similar-rgb-color,Easy,67.7765681894966,True,"math,string,enumeration",algorithms
801,Minimum Swaps To Make Sequences Increasing,minimum-swaps-to-make-sequences-increasing,Hard,40.764812643985096,False,"array,dynamic-programming",algorithms
802,Find Eventual Safe States,find-eventual-safe-states,Medium,68.69656561809055,False,"depth-first-search,breadth-first-search,graph,topological-sort",algorithms
803,Bricks Falling When Hit,bricks-falling-when-hit,Hard,35.757620287177765,False,"array,union-find,matrix",algorithms
804,Unique Morse Code Words,unique-morse-code-words,Easy,83.25022719533594,False,"array,hash-table,string",algorithms
805,Split Array With Same Average,split-array-with-same-average,Hard,26.014557096584586,False,"array,math,dynamic-programming,bit-manipulation,bitmask",algorithms
806,Number of Lines To Write String,number-of-lines-to-write-string,Easy,70.73596917766527,False,"array,string",algorithms
807,Max Increase to Keep City Skyline,max-increase-to-keep-city-skyline,Medium,86.21237822905054,False,"array,greedy,matrix",algorithms
808,Soup Servings,soup-servings,Medium,53.234361551081065,False,"math,dynamic-programming,probability-and-statistics",algorithms
809,Expressive Words,expressive-words,Medium,46.39748181916857,False,"array,two-pointers,string",algorithms
810,Chalkboard XOR Game,chalkboard-xor-game,Hard,63.00332778702163,False,"array,math,bit-manipulation,brainteaser,game-theory",algorithms
811,Subdomain Visit Count,subdomain-visit-count,Medium,76.83961199392697,False,"array,hash-table,string,counting",algorithms
812,Largest Triangle Area,largest-triangle-area,Easy,62.09139634914983,False,"array,math,geometry",algorithms
813,Largest Sum of Averages,largest-sum-of-averages,Medium,54.05226714317624,False,"array,dynamic-programming,prefix-sum",algorithms
814,Binary Tree Pruning,binary-tree-pruning,Medium,72.36449185280239,False,"tree,depth-first-search,binary-tree",algorithms
815,Bus Routes,bus-routes,Hard,46.955408390200844,False,"array,hash-table,breadth-first-search",algorithms
816,Ambiguous Coordinates,ambiguous-coordinates,Medium,55.88386786621798,False,"string,backtracking,enumeration",algorithms
817,Linked List Components,linked-list-components,Medium,57.21900097237729,False,"array,hash-table,linked-list",algorithms
818,Race Car,race-car,Hard,44.137022991978284,False,dynamic-programming,algorithms
819,Most Common Word,most-common-word,Easy,44.58031045557531,False,"array,hash-table,string,counting",algorithms
820,Short Encoding of Words,short-encoding-of-words,Medium,60.56556532573016,False,"array,hash-table,string,trie",algorithms
821,Shortest Distance to a Character,shortest-distance-to-a-character,Easy,72.18924586863518,False,"array,two-pointers,string",algorithms
822,Card Flipping Game,card-flipping-game,Medium,48.353073766134344,False,"array,hash-table",algorithms
823,Binary Trees With Factors,binary-trees-with-factors,Medium,52.92757588713125,False,"array,hash-table,dynamic-programming,sorting",algorithms
824,Goat Latin,goat-latin,Easy,69.36719968183223,False,string,algorithms
825,Friends Of Appropriate Ages,friends-of-appropriate-ages,Medium,49.11529116836511,False,"array,two-pointers,binary-search,sorting",algorithms
826,Most Profit Assigning Work,most-profit-assigning-work,Medium,55.94476551815415,False,"array,two-pointers,binary-search,greedy,sorting",algorithms
827,Making A Large Island,making-a-large-island,Hard,54.94262445195434,False,"array,depth-first-search,breadth-first-search,union-find,matrix",algorithms
828,Count Unique Characters of All Substrings of a Given String,count-unique-characters-of-all-substrings-of-a-given-string,Hard,52.89231840955979,False,"hash-table,string,dynamic-programming",algorithms
829,Consecutive Numbers Sum,consecutive-numbers-sum,Hard,42.025451395829165,False,"math,enumeration",algorithms
830,Positions of Large Groups,positions-of-large-groups,Easy,53.055209269513625,False,string,algorithms
831,Masking Personal Information,masking-personal-information,Medium,50.52558872412528,False,string,algorithms
832,Flipping an Image,flipping-an-image,Easy,82.96657638037675,False,"array,two-pointers,bit-manipulation,matrix,simulation",algorithms
833,Find And Replace in String,find-and-replace-in-string,Medium,51.27457958183194,False,"array,hash-table,string,sorting",algorithms
834,Sum of Distances in Tree,sum-of-distances-in-tree,Hard,65.34709409594096,False,"dynamic-programming,tree,depth-first-search,graph",algorithms
835,Image Overlap,image-overlap,Medium,63.74247802246733,False,"array,matrix",algorithms
836,Rectangle Overlap,rectangle-overlap,Easy,45.744488070069465,False,"math,geometry",algorithms
837,New 21 Game,new-21-game,Medium,44.78615283984412,False,"math,dynamic-programming,sliding-window,probability-and-statistics",algorithms
838,Push Dominoes,push-dominoes,Medium,63.02450240712797,False,"two-pointers,string,dynamic-programming",algorithms
839,Similar String Groups,similar-string-groups,Hard,55.38676752065873,False,"array,hash-table,string,depth-first-search,breadth-first-search,union-find",algorithms
840,Magic Squares In Grid,magic-squares-in-grid,Medium,51.51959691132607,False,"array,hash-table,math,matrix",algorithms
841,Keys and Rooms,keys-and-rooms,Medium,74.69743270458632,False,"depth-first-search,breadth-first-search,graph",algorithms
842,Split Array into Fibonacci Sequence,split-array-into-fibonacci-sequence,Medium,39.6794586897171,False,"string,backtracking",algorithms
843,Guess the Word,guess-the-word,Hard,37.63772514349805,False,"array,math,string,interactive,game-theory",algorithms
844,Backspace String Compare,backspace-string-compare,Easy,49.488562872402184,False,"two-pointers,string,stack,simulation",algorithms
845,Longest Mountain in Array,longest-mountain-in-array,Medium,41.0967743568072,False,"array,two-pointers,dynamic-programming,enumeration",algorithms
846,Hand of Straights,hand-of-straights,Medium,57.12632430418173,False,"array,hash-table,greedy,sorting",algorithms
847,Shortest Path Visiting All Nodes,shortest-path-visiting-all-nodes,Hard,65.42022415796703,False,"dynamic-programming,bit-manipulation,breadth-first-search,graph,bitmask",algorithms
848,Shifting Letters,shifting-letters,Medium,45.52323096648147,False,"array,string,prefix-sum",algorithms
849,Maximize Distance to Closest Person,maximize-distance-to-closest-person,Medium,48.99750821908723,False,array,algorithms
850,Rectangle Area II,rectangle-area-ii,Hard,54.553133975333665,False,"array,segment-tree,line-sweep,ordered-set",algorithms
851,Loud and Rich,loud-and-rich,Medium,61.69835455549742,False,"array,depth-first-search,graph,topological-sort",algorithms
852,Peak Index in a Mountain Array,peak-index-in-a-mountain-array,Medium,67.55433439943378,False,"array,binary-search",algorithms
853,Car Fleet,car-fleet,Medium,53.49856555310255,False,"array,stack,sorting,monotonic-stack",algorithms
854,K-Similar Strings,k-similar-strings,Hard,40.051008247127804,False,"string,breadth-first-search",algorithms
855,Exam Room,exam-room,Medium,42.87933842876833,False,"design,heap-priority-queue,ordered-set",algorithms
856,Score of Parentheses,score-of-parentheses,Medium,63.711544314538074,False,"string,stack",algorithms
857,Minimum Cost to Hire K Workers,minimum-cost-to-hire-k-workers,Hard,63.45018652160367,False,"array,greedy,sorting,heap-priority-queue",algorithms
858,Mirror Reflection,mirror-reflection,Medium,61.976932325916245,False,"math,geometry,number-theory",algorithms
859,Buddy Strings,buddy-strings,Easy,33.6554175893995,False,"hash-table,string",algorithms
860,Lemonade Change,lemonade-change,Easy,58.46550376977483,False,"array,greedy",algorithms
861,Score After Flipping Matrix,score-after-flipping-matrix,Medium,80.24351524895948,False,"array,greedy,bit-manipulation,matrix",algorithms
862,Shortest Subarray with Sum at Least K,shortest-subarray-with-sum-at-least-k,Hard,32.281776364628634,False,"array,binary-search,queue,sliding-window,heap-priority-queue,prefix-sum,monotonic-queue",algorithms
863,All Nodes Distance K in Binary Tree,all-nodes-distance-k-in-binary-tree,Medium,66.47821119781516,False,"hash-table,tree,depth-first-search,breadth-first-search,binary-tree",algorithms
864,Shortest Path to Get All Keys,shortest-path-to-get-all-keys,Hard,53.710131804004426,False,"array,bit-manipulation,breadth-first-search,matrix",algorithms
865,Smallest Subtree with all the Deepest Nodes,smallest-subtree-with-all-the-deepest-nodes,Medium,72.48913096038791,False,"hash-table,tree,depth-first-search,breadth-first-search,binary-tree",algorithms
866,Prime Palindrome,prime-palindrome,Medium,26.968408380419795,False,"math,number-theory",algorithms
867,Transpose Matrix,transpose-matrix,Easy,74.35939314478367,False,"array,matrix,simulation",algorithms
868,Binary Gap,binary-gap,Easy,64.67507339204697,False,bit-manipulation,algorithms
869,Reordered Power of 2,reordered-power-of-2,Medium,62.139799390540304,False,"hash-table,math,sorting,counting,enumeration",algorithms
870,Advantage Shuffle,advantage-shuffle,Medium,53.40488474125734,False,"array,two-pointers,greedy,sorting",algorithms
871,Minimum Number of Refueling Stops,minimum-number-of-refueling-stops,Hard,40.58397814475373,False,"array,dynamic-programming,greedy,heap-priority-queue",algorithms
872,Leaf-Similar Trees,leaf-similar-trees,Easy,70.11288961061365,False,"tree,depth-first-search,binary-tree",algorithms
873,Length of Longest Fibonacci Subsequence,length-of-longest-fibonacci-subsequence,Medium,57.59016347176013,False,"array,hash-table,dynamic-programming",algorithms
874,Walking Robot Simulation,walking-robot-simulation,Medium,58.238092340512345,False,"array,hash-table,simulation",algorithms
875,Koko Eating Bananas,koko-eating-bananas,Medium,49.07138533001801,False,"array,binary-search",algorithms
876,Middle of the Linked List,middle-of-the-linked-list,Easy,80.60762477750455,False,"linked-list,two-pointers",algorithms
877,Stone Game,stone-game,Medium,71.62358263027791,False,"array,math,dynamic-programming,game-theory",algorithms
878,Nth Magical Number,nth-magical-number,Hard,35.840665798418094,False,"math,binary-search",algorithms
879,Profitable Schemes,profitable-schemes,Hard,48.009683719416266,False,"array,dynamic-programming",algorithms
880,Decoded String at Index,decoded-string-at-index,Medium,36.65637642951426,False,"string,stack",algorithms
881,Boats to Save People,boats-to-save-people,Medium,60.32782337822016,False,"array,two-pointers,greedy,sorting",algorithms
882,Reachable Nodes In Subdivided Graph,reachable-nodes-in-subdivided-graph,Hard,50.80889081912798,False,"graph,heap-priority-queue,shortest-path",algorithms
883,Projection Area of 3D Shapes,projection-area-of-3d-shapes,Easy,74.18620121999346,False,"array,math,geometry,matrix",algorithms
884,Uncommon Words from Two Sentences,uncommon-words-from-two-sentences,Easy,75.33602791176527,False,"hash-table,string,counting",algorithms
885,Spiral Matrix III,spiral-matrix-iii,Medium,84.46979845415805,False,"array,matrix,simulation",algorithms
886,Possible Bipartition,possible-bipartition,Medium,51.52986207238025,False,"depth-first-search,breadth-first-search,union-find,graph",algorithms
887,Super Egg Drop,super-egg-drop,Hard,28.77492211577953,False,"math,binary-search,dynamic-programming",algorithms
888,Fair Candy Swap,fair-candy-swap,Easy,63.29924422260147,False,"array,hash-table,binary-search,sorting",algorithms
889,Construct Binary Tree from Preorder and Postorder Traversal,construct-binary-tree-from-preorder-and-postorder-traversal,Medium,77.99787854680457,False,"array,hash-table,divide-and-conquer,tree,binary-tree",algorithms
890,Find and Replace Pattern,find-and-replace-pattern,Medium,76.82453636580445,False,"array,hash-table,string",algorithms
891,Sum of Subsequence Widths,sum-of-subsequence-widths,Hard,38.99990346558548,False,"array,math,sorting",algorithms
892,Surface Area of 3D Shapes,surface-area-of-3d-shapes,Easy,68.1048912032732,False,"array,math,geometry,matrix",algorithms
893,Groups of Special-Equivalent Strings,groups-of-special-equivalent-strings,Medium,72.81816618835386,False,"array,hash-table,string,sorting",algorithms
894,All Possible Full Binary Trees,all-possible-full-binary-trees,Medium,82.70306225517972,False,"dynamic-programming,tree,recursion,memoization,binary-tree",algorithms
895,Maximum Frequency Stack,maximum-frequency-stack,Hard,66.21667518506916,False,"hash-table,stack,design,ordered-set",algorithms
896,Monotonic Array,monotonic-array,Easy,61.70668128739347,False,array,algorithms
897,Increasing Order Search Tree,increasing-order-search-tree,Easy,78.65525617437282,False,"stack,tree,depth-first-search,binary-search-tree,binary-tree",algorithms
898,Bitwise ORs of Subarrays,bitwise-ors-of-subarrays,Medium,40.76348736195622,False,"array,dynamic-programming,bit-manipulation",algorithms
899,Orderly Queue,orderly-queue,Hard,66.28183653309281,False,"math,string,sorting",algorithms
900,RLE Iterator,rle-iterator,Medium,58.891554004942584,False,"array,design,counting,iterator",algorithms
901,Online Stock Span,online-stock-span,Medium,67.43562396135322,False,"stack,design,monotonic-stack,data-stream",algorithms
902,Numbers At Most N Given Digit Set,numbers-at-most-n-given-digit-set,Hard,43.36069319460067,False,"array,math,string,binary-search,dynamic-programming",algorithms
903,Valid Permutations for DI Sequence,valid-permutations-for-di-sequence,Hard,56.80547877894478,False,"string,dynamic-programming,prefix-sum",algorithms
904,Fruit Into Baskets,fruit-into-baskets,Medium,46.49601276616265,False,"array,hash-table,sliding-window",algorithms
905,Sort Array By Parity,sort-array-by-parity,Easy,76.32774892654177,False,"array,two-pointers,sorting",algorithms
906,Super Palindromes,super-palindromes,Hard,39.33828974260241,False,"math,string,enumeration",algorithms
907,Sum of Subarray Minimums,sum-of-subarray-minimums,Medium,37.64699328627548,False,"array,dynamic-programming,stack,monotonic-stack",algorithms
908,Smallest Range I,smallest-range-i,Easy,71.90640137715681,False,"array,math",algorithms
909,Snakes and Ladders,snakes-and-ladders,Medium,47.8086786982699,False,"array,breadth-first-search,matrix",algorithms
910,Smallest Range II,smallest-range-ii,Medium,37.147219563030916,False,"array,math,greedy,sorting",algorithms
911,Online Election,online-election,Medium,51.863386353500815,False,"array,hash-table,binary-search,design",algorithms
912,Sort an Array,sort-an-array,Medium,56.62835983903558,False,"array,divide-and-conquer,sorting,heap-priority-queue,merge-sort,bucket-sort,radix-sort,counting-sort",algorithms
913,Cat and Mouse,cat-and-mouse,Hard,33.95022710902703,False,"math,dynamic-programming,graph,topological-sort,memoization,game-theory",algorithms
914,X of a Kind in a Deck of Cards,x-of-a-kind-in-a-deck-of-cards,Easy,29.878707336624053,False,"array,hash-table,math,counting,number-theory",algorithms
915,Partition Array into Disjoint Intervals,partition-array-into-disjoint-intervals,Medium,49.04561664981104,False,array,algorithms
916,Word Subsets,word-subsets,Medium,55.75639055734041,False,"array,hash-table,string",algorithms
917,Reverse Only Letters,reverse-only-letters,Easy,66.86209174454525,False,"two-pointers,string",algorithms
918,Maximum Sum Circular Subarray,maximum-sum-circular-subarray,Medium,47.71279948466818,False,"array,divide-and-conquer,dynamic-programming,queue,monotonic-queue",algorithms
919,Complete Binary Tree Inserter,complete-binary-tree-inserter,Medium,64.56534644185005,False,"tree,breadth-first-search,design,binary-tree",algorithms
920,Number of Music Playlists,number-of-music-playlists,Hard,59.971335463156464,False,"math,dynamic-programming,combinatorics",algorithms
921,Minimum Add to Make Parentheses Valid,minimum-add-to-make-parentheses-valid,Medium,74.67547525302544,False,"string,stack,greedy",algorithms
922,Sort Array By Parity II,sort-array-by-parity-ii,Easy,71.00333626319619,False,"array,two-pointers,sorting",algorithms
923,3Sum With Multiplicity,3sum-with-multiplicity,Medium,45.80363553756222,False,"array,hash-table,two-pointers,sorting,counting",algorithms
924,Minimize Malware Spread,minimize-malware-spread,Hard,42.45134996126227,False,"array,hash-table,depth-first-search,breadth-first-search,union-find,graph",algorithms
925,Long Pressed Name,long-pressed-name,Easy,32.55395340136444,False,"two-pointers,string",algorithms
926,Flip String to Monotone Increasing,flip-string-to-monotone-increasing,Medium,61.596147395658626,False,"string,dynamic-programming",algorithms
927,Three Equal Parts,three-equal-parts,Hard,40.68664783196168,False,"array,math",algorithms
928,Minimize Malware Spread II,minimize-malware-spread-ii,Hard,44.65759795372632,False,"array,hash-table,depth-first-search,breadth-first-search,union-find,graph",algorithms
